filename,class,split,width,height,format,file_size_bytes,source_path,processed_path
Arborio (11621).jpg,Arborio,train,250,250,JPEG,3133,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (11621).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (11621).jpg
Arborio (13973).jpg,Arborio,train,250,250,JPEG,3326,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (13973).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (13973).jpg
Arborio (4513).jpg,Arborio,train,250,250,JPEG,3612,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (4513).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (4513).jpg
Arborio (5810).jpg,Arborio,train,250,250,JPEG,3463,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (5810).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (5810).jpg
Arborio (2427).jpg,Arborio,train,250,250,JPEG,3716,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (2427).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (2427).jpg
Arborio (14966).jpg,Arborio,train,250,250,JPEG,3552,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (14966).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (14966).jpg
Arborio (2011).jpg,Arborio,train,250,250,JPEG,3597,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (2011).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (2011).jpg
Arborio (10295).jpg,Arborio,train,250,250,JPEG,3438,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (10295).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (10295).jpg
Arborio (3456).jpg,Arborio,train,250,250,JPEG,3170,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (3456).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (3456).jpg
Arborio (3671).jpg,Arborio,train,250,250,JPEG,3616,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (3671).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (3671).jpg
Arborio (14679).jpg,Arborio,train,250,250,JPEG,3229,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (14679).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (14679).jpg
Arborio (4308).jpg,Arborio,train,250,250,JPEG,3431,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (4308).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (4308).jpg
Arborio (12052).jpg,Arborio,train,250,250,JPEG,3588,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (12052).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (12052).jpg
Arborio (5238).jpg,Arborio,train,250,250,JPEG,3720,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (5238).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (5238).jpg
Arborio (5462).jpg,Arborio,train,250,250,JPEG,3521,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (5462).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (5462).jpg
Arborio (13065).jpg,Arborio,train,250,250,JPEG,3168,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (13065).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (13065).jpg
Arborio (9532).jpg,Arborio,train,250,250,JPEG,3434,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (9532).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (9532).jpg
Arborio (8313).jpg,Arborio,train,250,250,JPEG,3542,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (8313).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (8313).jpg
Arborio (6683).jpg,Arborio,train,250,250,JPEG,3625,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (6683).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (6683).jpg
Arborio (6012).jpg,Arborio,train,250,250,JPEG,3526,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (6012).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (6012).jpg
Arborio (13689).jpg,Arborio,train,250,250,JPEG,3487,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (13689).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (13689).jpg
Arborio (4729).jpg,Arborio,train,250,250,JPEG,3180,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (4729).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (4729).jpg
Arborio (6672).jpg,Arborio,train,250,250,JPEG,3593,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (6672).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (6672).jpg
Arborio (10867).jpg,Arborio,train,250,250,JPEG,3241,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (10867).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (10867).jpg
Arborio (13939).jpg,Arborio,train,250,250,JPEG,3330,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (13939).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (13939).jpg
Arborio (12885).jpg,Arborio,train,250,250,JPEG,3415,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (12885).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (12885).jpg
Arborio (9495).jpg,Arborio,train,250,250,JPEG,3588,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (9495).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (9495).jpg
Arborio (8765).jpg,Arborio,train,250,250,JPEG,3038,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (8765).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (8765).jpg
Arborio (5300).jpg,Arborio,train,250,250,JPEG,3718,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (5300).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (5300).jpg
Arborio (10987).jpg,Arborio,train,250,250,JPEG,3160,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (10987).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (10987).jpg
Arborio (6749).jpg,Arborio,train,250,250,JPEG,3566,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (6749).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (6749).jpg
Arborio (3962).jpg,Arborio,train,250,250,JPEG,3039,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (3962).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (3962).jpg
Arborio (7784).jpg,Arborio,train,250,250,JPEG,3385,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (7784).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (7784).jpg
Arborio (3711).jpg,Arborio,train,250,250,JPEG,3523,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (3711).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (3711).jpg
Arborio (12261).jpg,Arborio,train,250,250,JPEG,3326,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (12261).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (12261).jpg
Arborio (13794).jpg,Arborio,train,250,250,JPEG,3626,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (13794).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (13794).jpg
Arborio (10502).jpg,Arborio,train,250,250,JPEG,3450,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (10502).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (10502).jpg
Arborio (270).jpg,Arborio,train,250,250,JPEG,3481,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (270).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (270).jpg
Arborio (5249).jpg,Arborio,train,250,250,JPEG,3540,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (5249).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (5249).jpg
Arborio (12174).jpg,Arborio,train,250,250,JPEG,3638,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (12174).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (12174).jpg
Arborio (7433).jpg,Arborio,train,250,250,JPEG,3571,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (7433).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (7433).jpg
Arborio (5002).jpg,Arborio,train,250,250,JPEG,3609,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (5002).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (5002).jpg
Arborio (14921).jpg,Arborio,train,250,250,JPEG,3278,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (14921).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (14921).jpg
Arborio (5817).jpg,Arborio,train,250,250,JPEG,3632,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (5817).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (5817).jpg
Arborio (9023).jpg,Arborio,train,250,250,JPEG,3417,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (9023).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (9023).jpg
Arborio (13610).jpg,Arborio,train,250,250,JPEG,3340,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (13610).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (13610).jpg
Arborio (5261).jpg,Arborio,train,250,250,JPEG,3202,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (5261).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (5261).jpg
Arborio (13309).jpg,Arborio,train,250,250,JPEG,3315,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (13309).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (13309).jpg
Arborio (261).jpg,Arborio,train,250,250,JPEG,3320,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (261).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (261).jpg
Arborio (5123).jpg,Arborio,train,250,250,JPEG,3363,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (5123).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (5123).jpg
Arborio (12824).jpg,Arborio,train,250,250,JPEG,3721,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (12824).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (12824).jpg
Arborio (1762).jpg,Arborio,train,250,250,JPEG,3280,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (1762).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (1762).jpg
Arborio (2399).jpg,Arborio,train,250,250,JPEG,3769,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (2399).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (2399).jpg
Arborio (1496).jpg,Arborio,train,250,250,JPEG,3633,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (1496).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (1496).jpg
Arborio (675).jpg,Arborio,train,250,250,JPEG,3375,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (675).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (675).jpg
Arborio (5108).jpg,Arborio,train,250,250,JPEG,3632,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (5108).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (5108).jpg
Arborio (1840).jpg,Arborio,train,250,250,JPEG,3399,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (1840).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (1840).jpg
Arborio (2607).jpg,Arborio,train,250,250,JPEG,3634,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (2607).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (2607).jpg
Arborio (137).jpg,Arborio,train,250,250,JPEG,3744,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (137).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (137).jpg
Arborio (1723).jpg,Arborio,train,250,250,JPEG,3484,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (1723).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (1723).jpg
Arborio (13341).jpg,Arborio,train,250,250,JPEG,3221,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (13341).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (13341).jpg
Arborio (8197).jpg,Arborio,train,250,250,JPEG,3605,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (8197).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (8197).jpg
Arborio (585).jpg,Arborio,train,250,250,JPEG,3665,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (585).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (585).jpg
Arborio (6390).jpg,Arborio,train,250,250,JPEG,3529,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (6390).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (6390).jpg
Arborio (7344).jpg,Arborio,train,250,250,JPEG,3271,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (7344).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (7344).jpg
Arborio (13153).jpg,Arborio,train,250,250,JPEG,3744,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (13153).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (13153).jpg
Arborio (11008).jpg,Arborio,train,250,250,JPEG,3228,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (11008).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (11008).jpg
Arborio (4453).jpg,Arborio,train,250,250,JPEG,3658,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (4453).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (4453).jpg
Arborio (11173).jpg,Arborio,train,250,250,JPEG,3390,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (11173).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (11173).jpg
Arborio (13544).jpg,Arborio,train,250,250,JPEG,3314,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (13544).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (13544).jpg
Arborio (12522).jpg,Arborio,train,250,250,JPEG,3460,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (12522).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (12522).jpg
Arborio (12534).jpg,Arborio,train,250,250,JPEG,3508,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (12534).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (12534).jpg
Arborio (9837).jpg,Arborio,train,250,250,JPEG,3123,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (9837).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (9837).jpg
Arborio (10250).jpg,Arborio,train,250,250,JPEG,3177,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (10250).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (10250).jpg
Arborio (5727).jpg,Arborio,train,250,250,JPEG,3616,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (5727).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (5727).jpg
Arborio (11908).jpg,Arborio,train,250,250,JPEG,3723,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (11908).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (11908).jpg
Arborio (2264).jpg,Arborio,train,250,250,JPEG,3204,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (2264).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (2264).jpg
Arborio (11817).jpg,Arborio,train,250,250,JPEG,3415,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (11817).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (11817).jpg
Arborio (5383).jpg,Arborio,train,250,250,JPEG,3666,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (5383).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (5383).jpg
Arborio (3326).jpg,Arborio,train,250,250,JPEG,3635,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (3326).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (3326).jpg
Arborio (1873).jpg,Arborio,train,250,250,JPEG,3170,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (1873).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (1873).jpg
Arborio (2775).jpg,Arborio,train,250,250,JPEG,3578,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (2775).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (2775).jpg
Arborio (12793).jpg,Arborio,train,250,250,JPEG,3249,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (12793).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (12793).jpg
Arborio (4540).jpg,Arborio,train,250,250,JPEG,3424,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (4540).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (4540).jpg
Arborio (12603).jpg,Arborio,train,250,250,JPEG,3451,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (12603).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (12603).jpg
Arborio (13616).jpg,Arborio,train,250,250,JPEG,3509,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (13616).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (13616).jpg
Arborio (6624).jpg,Arborio,train,250,250,JPEG,3509,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (6624).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (6624).jpg
Arborio (10566).jpg,Arborio,train,250,250,JPEG,3811,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (10566).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (10566).jpg
Arborio (8204).jpg,Arborio,train,250,250,JPEG,3591,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (8204).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (8204).jpg
Arborio (10331).jpg,Arborio,train,250,250,JPEG,3454,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (10331).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (10331).jpg
Arborio (5359).jpg,Arborio,train,250,250,JPEG,3475,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (5359).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (5359).jpg
Arborio (12048).jpg,Arborio,train,250,250,JPEG,3544,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (12048).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (12048).jpg
Arborio (9049).jpg,Arborio,train,250,250,JPEG,3901,F:\grainvision-ai\ml\dataset\raw\Arborio\Arborio (9049).jpg,F:\grainvision-ai\ml\dataset\processed\train\Arborio\Arborio (9049).jpg
